City,Lat,Lng,Max Temp,Humidity,Cloudiness,Windspeed,Country,Date
Mahébourg,-20.4081,57.7,77.0,83,40,10.29,MU,1609880376
Bubaque,11.2833,-15.8333,80.8,70,59,10.89,GW,1609880366
Hualmay,-11.0964,-77.6139,72.37,77,83,9.13,PE,1609880489
Seoul,37.5683,126.9778,14.0,51,1,5.39,KR,1609880211
Amuntai,-2.4177,115.2494,73.56,93,68,0.47,ID,1609880684
Cao Bang,22.6667,106.25,57.27,60,100,2.3,VN,1609880685
Salaga,8.5508,-0.5188,85.69,28,0,2.66,GH,1609880658
Pangnirtung,66.1451,-65.7125,3.2,77,90,6.93,CA,1609880353
Mortka,59.3322,66.0214,-14.28,89,0,5.55,RU,1609880685
Matina,10.0761,-83.2895,82.4,69,40,9.17,CR,1609880685
Dārāb,28.7519,54.5444,45.79,48,0,4.25,IR,1609880685
Havre-St-Pierre,50.2334,-63.5986,21.2,79,1,3.36,CA,1609880357
Victor Harbor,-35.5667,138.6167,57.99,79,100,3.0,AU,1609880685
Xicoténcatl,23.0167,-98.8833,82.0,38,0,4.0,MX,1609880685
Isabela,6.7085,121.9711,77.52,80,100,2.66,PH,1609880686
Iāwar,23.0,76.5,64.53,47,0,4.36,IN,1609880686
Latung,5.5,120.8833,82.78,76,100,13.85,PH,1609880507
Kokstad,-30.5472,29.4241,62.15,94,98,2.93,ZA,1609880686
Sonneberg,50.35,11.1667,32.0,84,54,5.12,DE,1609880687
Nhulunbuy,-12.2333,136.7667,80.6,94,100,4.7,AU,1609880476
El Salvador,13.8333,-88.9167,87.8,52,20,8.05,SV,1609880487
Bāglung,28.2719,83.5898,55.51,40,100,5.86,NP,1609880687
Kamenka,51.3223,42.7678,18.0,83,97,11.59,RU,1609880491
Sechura,-5.5569,-80.8222,76.44,60,73,16.51,PE,1609880136
Zelenoborsk,61.4669,64.0333,-14.15,89,100,5.75,RU,1609880687
Bud,39.447,-86.1758,34.0,89,100,6.51,US,1609880687
Sinop Province,41.7711,34.8709,47.77,74,100,6.06,TR,1609880673
Poplar Bluff,36.757,-90.3929,50.0,61,1,8.05,US,1609880564
Wanning,18.8003,110.3967,66.45,77,100,7.85,CN,1609880688
Marystown,47.1666,-55.1483,37.29,87,100,15.61,CA,1609880472
São José da Coroa Grande,-8.8978,-35.1478,78.96,70,17,7.94,BR,1609880480
Grand-Lahou,5.1367,-5.0242,79.43,85,77,8.23,CI,1609880688
Kozhva,65.1073,57.0459,1.65,93,83,6.87,RU,1609880533
Makakilo City,21.3469,-158.0858,77.0,69,90,5.82,US,1609880534
Ilhabela,-23.7781,-45.3581,77.88,77,45,8.37,BR,1609880689
Tromsø,69.6496,18.957,41.0,80,75,29.97,NO,1609880689
Kharitonovo,61.4009,47.4978,7.95,95,61,4.85,RU,1609880689
Moerai,-22.4333,-151.3333,79.61,74,54,13.89,PF,1609880446
Great Yarmouth,52.6083,1.7305,41.0,80,100,12.75,GB,1609880689
Orán,-23.1322,-64.326,82.99,63,95,1.5,AR,1609880440
Burgeo,47.6167,-57.6152,32.14,93,0,22.73,CA,1609880689
Bukama,-9.2,25.85,69.69,93,100,0.89,CD,1609880690
Cascais,38.6979,-9.4215,46.0,75,0,8.05,PT,1609880368
Sherpur,25.0188,90.0175,65.44,55,93,1.59,BD,1609880690
Mezhdurechensk,53.6942,88.0603,-11.15,82,0,2.89,RU,1609880690
College,64.8569,-147.8028,-2.99,75,40,2.91,US,1609880293
Nabire,-3.3667,135.4833,76.53,88,100,2.55,ID,1609880486
Acapulco de Juárez,16.8634,-99.8901,84.2,74,20,10.29,MX,1609880485
Horki,54.2861,30.9842,30.58,94,100,9.55,BY,1609880691
Krasnosel'kup,65.7,82.4667,-18.27,87,98,10.8,RU,1609880396
Port Keats,-14.25,129.55,81.73,80,91,3.06,AU,1609880691
Jining,35.405,116.5814,24.46,92,0,6.06,CN,1609880441
Idritsa,56.3316,28.8988,32.04,98,100,7.23,RU,1609880691
Mocuba,-16.8392,36.9856,75.02,86,1,2.82,MZ,1609880691
Coyhaique,-45.5752,-72.0662,77.0,22,0,10.29,CL,1609880222
El Reno,35.5323,-97.955,59.0,50,1,19.46,US,1609880437
Honiara,-9.4333,159.95,82.0,76,90,4.85,SB,1609880101
Shahrud,36.4182,54.9763,28.74,87,0,4.27,IR,1609880692
Sidi Ali,36.0998,0.4206,49.23,69,94,4.32,DZ,1609880692
Santa Cruz de la Sierra,-17.8,-63.1667,71.6,94,90,5.82,BO,1609880641
Porto Walter,-8.2686,-72.7439,78.75,92,97,3.38,BR,1609880556
Aykhal,66.0,111.5,-2.2,84,90,4.47,RU,1609880434
Santa Vitória do Palmar,-33.5189,-53.3681,74.66,80,85,16.33,BR,1609880515
Varadero,23.1536,-81.2514,71.6,64,40,11.41,CU,1609880693
Alma,48.5501,-71.6491,28.99,79,90,3.36,CA,1609880447
Phalaborwa,-23.943,31.1411,80.6,65,65,2.24,ZA,1609880693
Karaton,-6.3424,106.1045,77.0,88,40,2.24,ID,1609880499
Te Anau,-45.4167,167.7167,54.55,92,100,0.83,NZ,1609880355
Aklavik,68.2191,-135.0107,-18.4,82,100,1.12,CA,1609880380
Olovyannaya,50.95,115.5667,-20.49,78,76,13.6,RU,1609880693
Vostok,46.4856,135.8833,-15.84,88,89,4.0,RU,1609880430
Nouadhibou,20.931,-17.0347,69.8,77,100,10.29,MR,1609880377
Mareeba,-17.0,145.4333,78.01,96,100,1.99,AU,1609880694
Camacha,33.0833,-16.3333,62.6,88,40,10.29,PT,1609880358
Muravlenko,63.7898,74.523,-21.21,83,0,11.45,RU,1609880694
Balaipungut,1.05,101.2833,73.36,96,61,1.92,ID,1609880437
Vila,42.0304,-8.1588,32.0,89,2,3.24,PT,1609880468
Buraidah,26.326,43.975,59.0,87,0,9.17,SA,1609880371
East Moline,41.5009,-90.4443,33.01,92,90,6.93,US,1609880694
Valparaíso,-33.0393,-71.6273,66.2,59,0,9.17,CL,1609880333
Port-Gentil,-0.7193,8.7815,80.6,88,40,8.05,GA,1609880474
Oktyabr'skoye,43.0645,44.7417,28.4,92,6,2.24,RU,1609880695
Matiari,25.5961,68.4467,51.8,81,0,4.7,PK,1609880695
Santa Barbara,34.7333,-120.0343,62.01,59,1,6.42,US,1609880314
Agadez,19.75,10.25,76.78,18,0,9.51,NE,1609880695
Kuruman,-27.4524,23.4325,68.68,76,2,9.95,ZA,1609880695
Harper,4.375,-7.7169,79.21,84,81,8.72,LR,1609880594
Umm Hājar,13.2954,19.6966,78.49,16,1,9.71,TD,1609880696
Satinka,52.3792,41.6819,16.32,96,76,10.38,RU,1609880696
Ferrol,43.4832,-8.2369,35.6,100,10,3.36,ES,1609880696
Lagoa,39.05,-27.9833,59.11,78,100,39.46,PT,1609880356
Abu Kamal,34.4506,40.9171,52.16,44,53,3.96,SY,1609880696
Fuling,29.7022,107.3919,44.85,79,93,3.13,CN,1609880696
Svetlaya,46.5389,138.3297,-2.83,82,0,9.37,RU,1609880536
Chicama,-7.8447,-79.1469,71.6,78,48,9.17,PE,1609880697
Sharjah city,25.3573,55.4033,66.2,54,0,4.7,AE,1609880697
Havelock,34.8791,-76.9013,48.99,93,90,8.05,US,1609880371
East Hemet,33.74,-116.9389,72.0,35,33,2.59,US,1609880697
Tevaitoa,-16.7833,-151.5,81.21,72,72,12.28,PF,1609880697
Nome,64.5011,-165.4064,3.2,84,90,6.93,US,1609880396
Palekastro,35.2,26.25,55.99,62,32,5.39,GR,1609880698
Sokoto,13.0609,5.239,79.02,16,0,8.79,NG,1609880698
Palana,59.1167,159.9667,-9.04,90,71,4.18,RU,1609880698
Gusinoye Ozero,51.1144,106.2614,-18.24,81,100,6.4,RU,1609880698
São Filipe,14.8961,-24.4956,75.56,73,100,5.53,CV,1609880366
Katherine,-14.4667,132.2667,82.4,78,40,4.7,AU,1609880698
Bilibino,68.0546,166.4372,-30.66,81,100,2.71,RU,1609880501
Bathsheba,13.2167,-59.5167,82.4,65,40,17.22,BB,1609880543
Quelimane,-17.8786,36.8883,82.4,78,20,5.82,MZ,1609880699
Bilma,18.6853,12.9164,73.2,20,0,5.28,NE,1609880550
Gizo Government Station,-8.103,156.8419,83.95,69,91,8.43,SB,1609880699
Bonthe,7.5264,-12.505,81.14,80,0,9.46,SL,1609880699
Verkhoshizhem'ye,58.011,49.1038,22.08,98,100,7.78,RU,1609880699
Eustis,28.8528,-81.6853,70.0,52,40,11.41,US,1609880699
Codrington,-38.2667,141.9667,56.95,79,100,13.78,AU,1609880368
Kavaratti,10.5669,72.642,82.2,76,99,7.45,IN,1609880411
Redmond,47.674,-122.1215,45.0,72,100,6.96,US,1609880614
Inuvik,68.3499,-133.7218,-18.4,82,100,1.12,CA,1609880700
Lethem,3.3803,-59.7968,88.36,52,58,10.09,GY,1609880700
Vestmannaeyjar,63.4427,-20.2734,38.91,75,100,14.41,IS,1609880386
Potiskum,11.7091,11.0694,76.26,18,41,9.37,NG,1609880700
Santa Maria,-29.6842,-53.8069,80.26,62,99,6.85,BR,1609880229
Alice Springs,-23.7,133.8833,69.8,40,42,11.41,AU,1609880444
Santander,43.4647,-3.8044,41.0,100,75,2.24,ES,1609880701
Whitehorse,60.7161,-135.0538,19.4,85,75,21.92,CA,1609880405
Mbulu,-3.85,35.5333,60.44,95,75,5.48,TZ,1609880701
Tuatapere,-46.1333,167.6833,61.88,68,99,3.62,NZ,1609880375
Inhambane,-23.865,35.3833,78.67,80,23,7.4,MZ,1609880701
Rio Grande,-32.035,-52.0986,77.0,88,40,11.41,BR,1609880414
Chukhloma,58.7525,42.6825,18.63,98,100,4.12,RU,1609880702
Saint-Nazaire,47.2833,-2.2,37.99,86,90,4.7,FR,1609880702
Broome,42.2506,-75.833,35.01,86,90,6.93,US,1609880388
Noumea,-22.2763,166.4572,82.99,94,75,2.24,NC,1609880315
Bacolod City,10.6667,122.95,76.75,82,94,10.51,PH,1609880442
Kānkon,15.0167,74.0167,75.9,82,14,5.91,IN,1609880702
Alghero,40.5589,8.3181,46.4,75,20,8.05,IT,1609880703
Lompoc,34.6391,-120.4579,64.99,67,1,12.75,US,1609880191
Ostrovnoy,68.0531,39.5131,15.15,95,56,22.95,RU,1609880384
Dezhou,37.4486,116.2925,19.31,78,0,8.97,CN,1609880703
Torbay,47.6666,-52.7314,36.0,100,90,24.16,CA,1609880361
Nyrob,60.733,56.7202,-0.02,92,0,2.59,RU,1609880703
Dhidhdhoo,6.8833,73.1,82.42,78,80,15.88,MV,1609880704
Anadyr,64.75,177.4833,-16.01,75,0,4.47,RU,1609880359
Kalianget,-7.05,113.9333,78.48,85,99,8.14,ID,1609880704
Santa Fe,-31.6333,-60.7,88.0,44,93,8.01,AR,1609880704
Durazno,-33.4131,-56.5006,87.8,48,75,11.41,UY,1609880136
‘Āhuimanu,21.4447,-157.8378,77.0,69,90,5.82,US,1609880438
Chinsali,-10.5414,32.0816,64.49,95,96,2.98,ZM,1609880705
Ceres,37.5949,-120.9577,55.0,81,1,9.17,US,1609880705
Kenai,60.5544,-151.2583,28.0,68,1,20.8,US,1609880705
Yamada,39.4667,141.95,26.01,88,100,4.52,JP,1609880705
Châteaudun,48.0833,1.3333,35.6,91,100,6.93,FR,1609880705
Bogorodskoye,56.55,37.8833,27.21,98,100,4.18,RU,1609880705
Kaili,-3.4626,120.2147,67.6,96,100,1.21,ID,1609880705
Fairbanks,64.8378,-147.7164,-2.99,76,20,2.64,US,1609880221
Bāfq,31.6128,55.4107,37.4,70,0,5.46,IR,1609880706
Santa Isabel,-23.3156,-46.2214,86.0,48,75,9.17,BR,1609880514
Omsukchan,62.5333,155.8,-30.66,81,100,3.98,RU,1609880706
Walla Walla,46.0646,-118.343,54.0,45,1,10.29,US,1609880706
Buchanan,5.8808,-10.0467,78.8,94,40,8.21,LR,1609880455
Mbandaka,0.0487,18.2603,75.09,85,83,2.35,CD,1609880706
Zhob,31.3411,69.4481,41.16,65,0,5.01,PK,1609880566
Verkhnetulomskiy,68.6073,31.7962,-5.8,83,20,5.35,RU,1609880707
Japura,-0.3167,102.35,71.92,94,40,2.15,ID,1609880707
Tautira,-17.7333,-149.15,82.4,74,75,4.7,PF,1609880437
Taltal,-25.4,-70.4833,70.09,63,22,7.76,CL,1609880420
Am Timan,11.0297,20.2827,75.94,18,0,7.18,TD,1609880538
Kabanjahe,3.1001,98.4908,75.2,100,40,5.82,ID,1609880707
Pobé,6.9801,2.6649,80.2,72,0,8.32,BJ,1609880707
Bontang,0.1333,117.5,77.09,85,100,2.55,ID,1609880708
Kenda,23.2,86.5333,65.53,46,97,2.53,IN,1609880708
Velbert,51.3333,7.05,37.0,90,100,6.35,DE,1609880708
Bouza,14.4229,6.0428,76.01,17,0,6.02,NE,1609880708
Lar,26.2039,83.9717,65.86,60,95,5.91,IN,1609880708
Alta Floresta,-9.8756,-56.0861,79.43,92,100,2.86,BR,1609880406
Amga,60.8953,131.9608,-32.58,82,100,2.55,RU,1609880708
Kumluca,36.3703,30.2869,59.9,73,68,4.38,TR,1609880577
Katsuura,35.1333,140.3,43.0,70,75,13.87,JP,1609880373
Cockburn Town,21.4612,-71.1419,78.8,54,20,6.93,TC,1609880709
Mabaruma,8.2,-59.7833,79.11,84,74,3.94,GY,1609880416
Vila do Maio,15.1333,-23.2167,77.0,50,0,13.87,CV,1609880709
Derzhavīnsk,51.1,66.3167,-9.35,88,0,9.15,KZ,1609880497
Kilimatinde,-5.85,34.95,67.39,82,97,0.67,TZ,1609880709
Peniche,39.3558,-9.3811,42.01,70,0,5.01,PT,1609880495
Brae,60.3964,-1.353,41.0,93,100,3.36,GB,1609880509
Saint-Ambroise,48.5501,-71.3324,28.99,79,90,8.05,CA,1609880710
